worker_id,full_name,department,job_role,salary,tenure,employment_status,account_number,attendance_score,last_verification
HRA-1233,Staff 1233,Sales,Sales Executive,62640,11,Active,0122000879,87,2026-04-15
HRA-1234,Staff 1234,Research & Development,Laboratory Technician,32916,2,Active,0122000880,92,2026-04-15
HRA-1235,Staff 1235,Research & Development,Research Scientist,59976,8,Active,0122000881,87,2026-04-15
HRA-1237,Staff 1237,Research & Development,Manufacturing Director,123024,7,Active,0122000882,84,2026-04-15
HRA-1238,Staff 1238,Research & Development,Research Scientist,33372,14,Active,0122000883,93,2026-04-15
HRA-1239,Staff 1239,Sales,Sales Executive,82224,5,Active,0122000884,89,2026-04-15
HRA-1240,Staff 1240,Sales,Sales Executive,59400,4,Active,0122000885,88,2026-04-15
HRA-1241,Staff 1241,Research & Development,Research Scientist,42948,11,Active,0122000886,97,2026-04-15
HRA-1242,Staff 1242,Research & Development,Research Director,158292,1,Active,0122000887,91,2026-04-15
HRA-1243,Staff 1243,Sales,Sales Executive,124524,13,Active,0122000888,96,2026-04-15
HRA-1244,Staff 1244,Research & Development,Research Scientist,26820,9,Active,0122000889,94,2026-04-15
HRA-1245,Staff 1245,Research & Development,Manufacturing Director,126024,5,Active,0122000890,89,2026-04-15
HRA-1246,Staff 1246,Research & Development,Research Scientist,24132,10,Active,0122000891,87,2026-04-15
HRA-1248,Staff 1248,Research & Development,Research Scientist,22308,1,Terminated,0122000892,81,2026-04-15
HRA-1249,Staff 1249,Research & Development,Research Scientist,45120,3,Active,0122000893,87,2026-04-15
HRA-1250,Staff 1250,Research & Development,Research Director,213348,10,Active,0122000894,96,2026-04-15
HRA-1251,Staff 1251,Research & Development,Healthcare Representative,81996,6,Active,0122000895,86,2026-04-15
HRA-1252,Staff 1252,Research & Development,Healthcare Representative,81744,10,Active,0122000896,90,2026-04-15
HRA-1254,Staff 1254,Sales,Sales Executive,62052,6,Active,0122000897,95,2026-04-15
HRA-1255,Staff 1255,Research & Development,Research Director,236880,8,Active,0122000898,82,2026-04-15
HRA-1256,Staff 1256,Research & Development,Manager,224532,1,Active,0122000899,83,2026-04-15
HRA-1257,Staff 1257,Research & Development,Research Scientist,44304,11,Active,0122000900,80,2026-04-15
HRA-1258,Staff 1258,Research & Development,Laboratory Technician,30708,1,Active,0122000901,88,2026-04-15
HRA-1259,Staff 1259,Research & Development,Research Scientist,30204,5,Active,0122000902,93,2026-04-15
HRA-1260,Staff 1260,Research & Development,Healthcare Representative,79476,6,Active,0122000903,97,2026-04-15
HRA-1263,Staff 1263,Research & Development,Research Director,219180,1,Active,0122000904,86,2026-04-15
HRA-1264,Staff 1264,Research & Development,Research Director,193488,7,Active,0122000905,96,2026-04-15
HRA-1265,Staff 1265,Research & Development,Research Scientist,31020,1,Active,0122000906,99,2026-04-15
HRA-1267,Staff 1267,Sales,Manager,218556,22,Active,0122000907,87,2026-04-15
HRA-1268,Staff 1268,Sales,Sales Executive,100560,9,Active,0122000908,98,2026-04-15
HRA-1269,Staff 1269,Research & Development,Research Scientist,35928,1,Active,0122000909,85,2026-04-15
HRA-1270,Staff 1270,Research & Development,Research Scientist,14676,1,Active,0122000910,90,2026-04-15
HRA-1273,Staff 1273,Sales,Sales Representative,13416,1,Terminated,0122000911,95,2026-04-15
HRA-1275,Staff 1275,Research & Development,Research Scientist,34500,8,Active,0122000912,92,2026-04-15
HRA-1277,Staff 1277,Sales,Manager,225888,24,Terminated,0122000913,84,2026-04-15
HRA-1278,Staff 1278,Research & Development,Healthcare Representative,162924,33,Active,0122000914,80,2026-04-15
HRA-1279,Staff 1279,Research & Development,Laboratory Technician,31500,2,Terminated,0122000915,87,2026-04-15
HRA-1280,Staff 1280,Sales,Manager,225468,11,Active,0122000916,94,2026-04-15
HRA-1281,Staff 1281,Sales,Sales Executive,54456,3,Active,0122000917,96,2026-04-15
HRA-1282,Staff 1282,Sales,Manager,238164,29,Active,0122000918,90,2026-04-15
HRA-1283,Staff 1283,Research & Development,Manufacturing Director,126144,9,Active,0122000919,80,2026-04-15
HRA-1285,Staff 1285,Research & Development,Laboratory Technician,53328,11,Active,0122000920,83,2026-04-15
HRA-1286,Staff 1286,Research & Development,Laboratory Technician,25848,4,Active,0122000921,98,2026-04-15
HRA-1288,Staff 1288,Research & Development,Manager,230280,25,Active,0122000922,95,2026-04-15
HRA-1289,Staff 1289,Human Resources,Human Resources,53880,10,Active,0122000923,84,2026-04-15
HRA-1291,Staff 1291,Research & Development,Research Scientist,42072,3,Active,0122000924,95,2026-04-15
HRA-1292,Staff 1292,Research & Development,Research Scientist,28464,1,Active,0122000925,86,2026-04-15
HRA-1293,Staff 1293,Sales,Sales Executive,122772,21,Active,0122000926,94,2026-04-15
HRA-1294,Staff 1294,Research & Development,Manufacturing Director,64920,16,Active,0122000927,96,2026-04-15
HRA-1295,Staff 1295,Research & Development,Healthcare Representative,95736,10,Terminated,0122000928,96,2026-04-15
HRA-1296,Staff 1296,Research & Development,Laboratory Technician,46404,2,Active,0122000929,83,2026-04-15
HRA-1297,Staff 1297,Research & Development,Laboratory Technician,34056,7,Active,0122000930,81,2026-04-15
HRA-1298,Staff 1298,Research & Development,Manufacturing Director,56340,8,Active,0122000931,94,2026-04-15
HRA-1299,Staff 1299,Research & Development,Laboratory Technician,40068,7,Terminated,0122000932,83,2026-04-15
HRA-1301,Staff 1301,Research & Development,Research Scientist,24960,3,Active,0122000933,95,2026-04-15
HRA-1303,Staff 1303,Research & Development,Research Scientist,25152,2,Active,0122000934,96,2026-04-15
HRA-1304,Staff 1304,Sales,Sales Executive,74508,10,Active,0122000935,91,2026-04-15
HRA-1306,Staff 1306,Research & Development,Manager,216732,0,Active,0122000936,97,2026-04-15
HRA-1307,Staff 1307,Research & Development,Manager,205476,19,Active,0122000937,89,2026-04-15
HRA-1308,Staff 1308,Research & Development,Research Scientist,28464,2,Active,0122000938,88,2026-04-15
HRA-1309,Staff 1309,Research & Development,Laboratory Technician,58596,10,Terminated,0122000939,96,2026-04-15
HRA-1310,Staff 1310,Research & Development,Research Scientist,46848,5,Terminated,0122000940,87,2026-04-15
HRA-1311,Staff 1311,Research & Development,Laboratory Technician,55524,9,Active,0122000941,94,2026-04-15
HRA-1312,Staff 1312,Research & Development,Healthcare Representative,85128,7,Active,0122000942,81,2026-04-15
HRA-1314,Staff 1314,Human Resources,Human Resources,41076,7,Active,0122000943,92,2026-04-15
HRA-1315,Staff 1315,Research & Development,Laboratory Technician,80088,9,Active,0122000944,92,2026-04-15
HRA-1317,Staff 1317,Research & Development,Research Director,202560,3,Active,0122000945,84,2026-04-15
HRA-1318,Staff 1318,Sales,Sales Executive,109128,5,Terminated,0122000946,89,2026-04-15
HRA-1319,Staff 1319,Sales,Sales Executive,101352,8,Terminated,0122000947,82,2026-04-15
HRA-1321,Staff 1321,Research & Development,Manager,142992,9,Active,0122000948,88,2026-04-15
HRA-1322,Staff 1322,Research & Development,Manufacturing Director,54408,8,Active,0122000949,90,2026-04-15
HRA-1324,Staff 1324,Sales,Sales Executive,118224,10,Active,0122000950,93,2026-04-15
HRA-1329,Staff 1329,Sales,Sales Executive,73812,19,Active,0122000951,81,2026-04-15
HRA-1331,Staff 1331,Sales,Sales Representative,27624,3,Terminated,0122000952,92,2026-04-15
HRA-1333,Staff 1333,Research & Development,Laboratory Technician,28344,3,Terminated,0122000953,96,2026-04-15
HRA-1334,Staff 1334,Research & Development,Manager,214332,20,Active,0122000954,87,2026-04-15
HRA-1336,Staff 1336,Research & Development,Manager,230244,19,Active,0122000955,82,2026-04-15
HRA-1338,Staff 1338,Human Resources,Manager,236604,7,Active,0122000956,80,2026-04-15
HRA-1340,Staff 1340,Research & Development,Research Scientist,42528,4,Active,0122000957,92,2026-04-15
HRA-1344,Staff 1344,Research & Development,Healthcare Representative,102000,9,Active,0122000958,91,2026-04-15
HRA-1346,Staff 1346,Research & Development,Research Scientist,55932,9,Active,0122000959,93,2026-04-15
HRA-1349,Staff 1349,Sales,Sales Executive,49236,9,Active,0122000960,80,2026-04-15
HRA-1350,Staff 1350,Research & Development,Research Scientist,50988,9,Active,0122000961,83,2026-04-15
HRA-1352,Staff 1352,Human Resources,Manager,168312,33,Active,0122000962,90,2026-04-15
HRA-1355,Staff 1355,Sales,Sales Executive,82716,7,Active,0122000963,91,2026-04-15
HRA-1356,Staff 1356,Sales,Sales Executive,73500,10,Active,0122000964,90,2026-04-15
HRA-1358,Staff 1358,Research & Development,Laboratory Technician,44028,3,Active,0122000965,88,2026-04-15
HRA-1360,Staff 1360,Research & Development,Manufacturing Director,120096,10,Terminated,0122000966,94,2026-04-15
HRA-1361,Staff 1361,Research & Development,Laboratory Technician,28644,4,Active,0122000967,96,2026-04-15
HRA-1362,Staff 1362,Sales,Sales Executive,55668,15,Active,0122000968,96,2026-04-15
HRA-1363,Staff 1363,Research & Development,Manufacturing Director,94776,10,Active,0122000969,91,2026-04-15
HRA-1364,Staff 1364,Sales,Sales Representative,30408,1,Active,0122000970,85,2026-04-15
HRA-1367,Staff 1367,Research & Development,Manufacturing Director,157704,5,Active,0122000971,84,2026-04-15
HRA-1368,Staff 1368,Research & Development,Laboratory Technician,19332,0,Active,0122000972,87,2026-04-15
HRA-1369,Staff 1369,Research & Development,Laboratory Technician,64356,9,Active,0122000973,89,2026-04-15
HRA-1371,Staff 1371,Sales,Sales Executive,60852,6,Active,0122000974,80,2026-04-15
HRA-1372,Staff 1372,Sales,Sales Executive,164340,19,Terminated,0122000975,93,2026-04-15
HRA-1373,Staff 1373,Research & Development,Manufacturing Director,160824,19,Active,0122000976,91,2026-04-15
HRA-1374,Staff 1374,Research & Development,Research Scientist,24348,5,Active,0122000977,99,2026-04-15
HRA-1375,Staff 1375,Research & Development,Healthcare Representative,76524,12,Active,0122000978,92,2026-04-15
HRA-1377,Staff 1377,Research & Development,Laboratory Technician,65148,8,Active,0122000979,86,2026-04-15
HRA-1379,Staff 1379,Sales,Sales Representative,33420,1,Terminated,0122000980,81,2026-04-15
HRA-1380,Staff 1380,Sales,Sales Executive,55368,4,Terminated,0122000981,83,2026-04-15
HRA-1382,Staff 1382,Research & Development,Research Scientist,31320,4,Active,0122000982,81,2026-04-15
HRA-1383,Staff 1383,Research & Development,Healthcare Representative,80244,14,Active,0122000983,90,2026-04-15
HRA-1387,Staff 1387,Sales,Sales Executive,56688,5,Active,0122000984,99,2026-04-15
HRA-1389,Staff 1389,Research & Development,Manufacturing Director,74148,10,Terminated,0122000985,99,2026-04-15
HRA-1390,Staff 1390,Sales,Sales Executive,73440,5,Active,0122000986,83,2026-04-15
HRA-1391,Staff 1391,Sales,Sales Executive,127152,4,Active,0122000987,86,2026-04-15
HRA-1392,Staff 1392,Research & Development,Research Scientist,65604,6,Active,0122000988,95,2026-04-15
HRA-1394,Staff 1394,Research & Development,Research Scientist,35952,6,Active,0122000989,92,2026-04-15
HRA-1395,Staff 1395,Sales,Sales Executive,119976,5,Active,0122000990,83,2026-04-15
HRA-1396,Staff 1396,Sales,Sales Executive,48936,3,Active,0122000991,81,2026-04-15
HRA-1397,Staff 1397,Research & Development,Healthcare Representative,131040,6,Active,0122000992,81,2026-04-15
HRA-1399,Staff 1399,Sales,Sales Executive,74784,3,Active,0122000993,98,2026-04-15
HRA-1401,Staff 1401,Research & Development,Manufacturing Director,158964,5,Active,0122000994,96,2026-04-15
HRA-1402,Staff 1402,Research & Development,Research Scientist,48972,20,Active,0122000995,92,2026-04-15
HRA-1403,Staff 1403,Sales,Sales Executive,69228,6,Active,0122000996,97,2026-04-15
HRA-1405,Staff 1405,Research & Development,Research Scientist,28728,8,Terminated,0122000997,87,2026-04-15
HRA-1407,Staff 1407,Research & Development,Research Scientist,46848,4,Active,0122000998,81,2026-04-15
HRA-1408,Staff 1408,Human Resources,Manager,201588,20,Active,0122000999,80,2026-04-15
HRA-1409,Staff 1409,Research & Development,Laboratory Technician,35400,5,Active,0122001000,82,2026-04-15
HRA-1411,Staff 1411,Research & Development,Laboratory Technician,43548,3,Active,0122001001,99,2026-04-15
HRA-1412,Staff 1412,Research & Development,Manufacturing Director,112344,2,Active,0122001002,97,2026-04-15
HRA-1415,Staff 1415,Research & Development,Laboratory Technician,38748,3,Active,0122001003,99,2026-04-15
HRA-1417,Staff 1417,Research & Development,Laboratory Technician,42936,7,Active,0122001004,94,2026-04-15
HRA-1419,Staff 1419,Human Resources,Human Resources,95856,10,Active,0122001005,83,2026-04-15
HRA-1420,Staff 1420,Research & Development,Laboratory Technician,51408,4,Terminated,0122001006,94,2026-04-15
HRA-1421,Staff 1421,Research & Development,Healthcare Representative,90636,8,Terminated,0122001007,84,2026-04-15
HRA-1422,Staff 1422,Research & Development,Research Director,207936,20,Active,0122001008,81,2026-04-15
HRA-1423,Staff 1423,Research & Development,Research Director,236412,9,Active,0122001009,81,2026-04-15
HRA-1424,Staff 1424,Research & Development,Research Director,176784,7,Active,0122001010,80,2026-04-15
HRA-1425,Staff 1425,Sales,Sales Executive,111336,5,Active,0122001011,82,2026-04-15
HRA-1427,Staff 1427,Sales,Sales Representative,16308,1,Terminated,0122001012,83,2026-04-15
HRA-1428,Staff 1428,Sales,Sales Executive,57348,3,Active,0122001013,96,2026-04-15
HRA-1430,Staff 1430,Research & Development,Research Director,197064,3,Active,0122001014,91,2026-04-15
HRA-1431,Staff 1431,Research & Development,Research Scientist,35952,4,Active,0122001015,93,2026-04-15
HRA-1433,Staff 1433,Research & Development,Research Scientist,15132,1,Terminated,0122001016,99,2026-04-15
HRA-1434,Staff 1434,Research & Development,Laboratory Technician,25188,5,Active,0122001017,98,2026-04-15
HRA-1435,Staff 1435,Research & Development,Laboratory Technician,69720,10,Active,0122001018,80,2026-04-15
HRA-1436,Staff 1436,Sales,Sales Executive,67764,3,Active,0122001019,80,2026-04-15
HRA-1438,Staff 1438,Research & Development,Research Scientist,41040,6,Active,0122001020,92,2026-04-15
HRA-1439,Staff 1439,Sales,Sales Representative,52800,3,Terminated,0122001021,81,2026-04-15
HRA-1440,Staff 1440,Research & Development,Laboratory Technician,42000,6,Active,0122001022,90,2026-04-15
HRA-1441,Staff 1441,Research & Development,Research Scientist,24792,3,Active,0122001023,86,2026-04-15
HRA-1443,Staff 1443,Research & Development,Research Director,206028,20,Active,0122001024,96,2026-04-15
HRA-1445,Staff 1445,Sales,Sales Executive,49944,5,Active,0122001025,93,2026-04-15
HRA-1446,Staff 1446,Sales,Sales Executive,110448,4,Active,0122001026,85,2026-04-15
HRA-1447,Staff 1447,Research & Development,Laboratory Technician,39528,5,Active,0122001027,98,2026-04-15
HRA-1448,Staff 1448,Research & Development,Research Scientist,25524,4,Active,0122001028,92,2026-04-15
HRA-1449,Staff 1449,Research & Development,Laboratory Technician,47700,8,Active,0122001029,86,2026-04-15
HRA-1453,Staff 1453,Sales,Sales Executive,129516,13,Active,0122001030,93,2026-04-15
HRA-1457,Staff 1457,Sales,Sales Executive,121152,7,Terminated,0122001031,98,2026-04-15
HRA-1458,Staff 1458,Research & Development,Laboratory Technician,43752,1,Terminated,0122001032,88,2026-04-15
HRA-1459,Staff 1459,Research & Development,Manufacturing Director,89352,10,Terminated,0122001033,83,2026-04-15
HRA-1460,Staff 1460,Research & Development,Healthcare Representative,130212,7,Active,0122001034,86,2026-04-15
HRA-1461,Staff 1461,Human Resources,Human Resources,25308,3,Active,0122001035,81,2026-04-15
HRA-1464,Staff 1464,Research & Development,Laboratory Technician,44664,2,Terminated,0122001036,82,2026-04-15
HRA-1465,Staff 1465,Research & Development,Manufacturing Director,112560,3,Active,0122001037,99,2026-04-15
HRA-1466,Staff 1466,Sales,Sales Executive,65832,2,Active,0122001038,87,2026-04-15
HRA-1467,Staff 1467,Human Resources,Human Resources,32904,2,Terminated,0122001039,90,2026-04-15
HRA-1468,Staff 1468,Research & Development,Research Director,165084,9,Active,0122001040,82,2026-04-15
HRA-1469,Staff 1469,Sales,Sales Executive,101556,5,Active,0122001041,94,2026-04-15
HRA-1471,Staff 1471,Research & Development,Laboratory Technician,37944,5,Active,0122001042,94,2026-04-15
HRA-1472,Staff 1472,Research & Development,Research Director,199176,9,Active,0122001043,87,2026-04-15
HRA-1473,Staff 1473,Research & Development,Healthcare Representative,79812,3,Active,0122001044,86,2026-04-15
HRA-1474,Staff 1474,Research & Development,Research Scientist,28140,3,Active,0122001045,81,2026-04-15
HRA-1475,Staff 1475,Research & Development,Research Scientist,41040,5,Active,0122001046,93,2026-04-15
HRA-1477,Staff 1477,Sales,Sales Executive,52476,4,Active,0122001047,84,2026-04-15
HRA-1478,Staff 1478,Sales,Sales Executive,57108,13,Active,0122001048,95,2026-04-15
HRA-1479,Staff 1479,Sales,Sales Executive,63612,2,Active,0122001049,81,2026-04-15
HRA-1480,Staff 1480,Research & Development,Laboratory Technician,44076,12,Active,0122001050,91,2026-04-15
HRA-1481,Staff 1481,Sales,Sales Executive,57216,1,Active,0122001051,86,2026-04-15
HRA-1482,Staff 1482,Research & Development,Research Scientist,15288,1,Active,0122001052,93,2026-04-15
HRA-1483,Staff 1483,Research & Development,Research Scientist,58800,12,Active,0122001053,88,2026-04-15
HRA-1484,Staff 1484,Research & Development,Healthcare Representative,125592,8,Active,0122001054,87,2026-04-15
HRA-1485,Staff 1485,Research & Development,Research Director,204084,14,Active,0122001055,81,2026-04-15
HRA-1486,Staff 1486,Sales,Sales Representative,34908,3,Terminated,0122001056,91,2026-04-15
HRA-1487,Staff 1487,Sales,Sales Executive,69180,5,Terminated,0122001057,87,2026-04-15
HRA-1489,Staff 1489,Sales,Sales Executive,55188,15,Terminated,0122001058,85,2026-04-15
HRA-1492,Staff 1492,Sales,Sales Representative,28848,1,Active,0122001059,99,2026-04-15
HRA-1494,Staff 1494,Research & Development,Laboratory Technician,38064,0,Terminated,0122001060,89,2026-04-15
HRA-1495,Staff 1495,Sales,Sales Representative,24396,1,Active,0122001061,83,2026-04-15
HRA-1496,Staff 1496,Research & Development,Manufacturing Director,122508,2,Active,0122001062,87,2026-04-15
HRA-1497,Staff 1497,Sales,Sales Executive,103440,10,Active,0122001063,83,2026-04-15
HRA-1499,Staff 1499,Human Resources,Human Resources,24768,5,Active,0122001064,81,2026-04-15
HRA-1501,Staff 1501,Research & Development,Healthcare Representative,48420,3,Active,0122001065,81,2026-04-15
HRA-1502,Staff 1502,Research & Development,Laboratory Technician,46056,5,Active,0122001066,82,2026-04-15
HRA-1503,Staff 1503,Sales,Sales Executive,55092,5,Active,0122001067,86,2026-04-15
HRA-1504,Staff 1504,Research & Development,Laboratory Technician,30732,0,Terminated,0122001068,80,2026-04-15
HRA-1506,Staff 1506,Research & Development,Research Scientist,18756,1,Active,0122001069,91,2026-04-15
HRA-1507,Staff 1507,Sales,Sales Executive,58776,4,Active,0122001070,83,2026-04-15
HRA-1509,Staff 1509,Research & Development,Laboratory Technician,57468,3,Active,0122001071,95,2026-04-15
HRA-1513,Staff 1513,Research & Development,Laboratory Technician,38160,3,Active,0122001072,96,2026-04-15
HRA-1514,Staff 1514,Research & Development,Manufacturing Director,78588,8,Active,0122001073,86,2026-04-15
HRA-1515,Staff 1515,Research & Development,Healthcare Representative,76656,0,Active,0122001074,87,2026-04-15
HRA-1516,Staff 1516,Research & Development,Manager,134928,5,Active,0122001075,92,2026-04-15
HRA-1520,Staff 1520,Research & Development,Manager,192384,14,Active,0122001076,81,2026-04-15
HRA-1522,Staff 1522,Research & Development,Research Scientist,28344,9,Terminated,0122001077,96,2026-04-15
HRA-1523,Staff 1523,Research & Development,Research Director,195936,20,Active,0122001078,88,2026-04-15
HRA-1525,Staff 1525,Research & Development,Manufacturing Director,100512,2,Active,0122001079,98,2026-04-15
HRA-1527,Staff 1527,Sales,Manager,199272,13,Active,0122001080,95,2026-04-15
HRA-1529,Staff 1529,Research & Development,Healthcare Representative,103272,11,Active,0122001081,94,2026-04-15
HRA-1533,Staff 1533,Research & Development,Laboratory Technician,27264,4,Active,0122001082,87,2026-04-15
HRA-1534,Staff 1534,Research & Development,Laboratory Technician,24216,5,Terminated,0122001083,82,2026-04-15
HRA-1535,Staff 1535,Sales,Sales Executive,84996,10,Active,0122001084,86,2026-04-15
HRA-1537,Staff 1537,Research & Development,Research Scientist,49008,7,Terminated,0122001085,95,2026-04-15
HRA-1539,Staff 1539,Research & Development,Research Director,172932,32,Active,0122001086,85,2026-04-15
HRA-1541,Staff 1541,Sales,Sales Representative,27696,11,Active,0122001087,81,2026-04-15
HRA-1542,Staff 1542,Research & Development,Laboratory Technician,58092,1,Active,0122001088,90,2026-04-15
HRA-1543,Staff 1543,Research & Development,Research Scientist,51420,10,Active,0122001089,93,2026-04-15
HRA-1544,Staff 1544,Research & Development,Healthcare Representative,116580,7,Active,0122001090,81,2026-04-15
HRA-1545,Staff 1545,Research & Development,Manufacturing Director,51840,5,Active,0122001091,89,2026-04-15
HRA-1546,Staff 1546,Research & Development,Research Scientist,25584,5,Active,0122001092,84,2026-04-15
HRA-1547,Staff 1547,Research & Development,Healthcare Representative,121488,20,Active,0122001093,86,2026-04-15
HRA-1548,Staff 1548,Sales,Sales Executive,65676,8,Active,0122001094,95,2026-04-15
HRA-1549,Staff 1549,Research & Development,Laboratory Technician,62484,15,Active,0122001095,85,2026-04-15
HRA-1550,Staff 1550,Human Resources,Manager,197244,21,Active,0122001096,87,2026-04-15
HRA-1551,Staff 1551,Research & Development,Laboratory Technician,27552,1,Active,0122001097,82,2026-04-15
HRA-1552,Staff 1552,Research & Development,Healthcare Representative,48828,2,Active,0122001098,91,2026-04-15
HRA-1553,Staff 1553,Research & Development,Healthcare Representative,89292,10,Active,0122001099,93,2026-04-15
HRA-1554,Staff 1554,Sales,Sales Representative,29160,5,Active,0122001100,84,2026-04-15
HRA-1555,Staff 1555,Research & Development,Research Scientist,70536,7,Active,0122001101,96,2026-04-15
HRA-1556,Staff 1556,Sales,Sales Representative,31728,3,Active,0122001102,86,2026-04-15
HRA-1557,Staff 1557,Sales,Sales Executive,77268,8,Active,0122001103,88,2026-04-15
HRA-1558,Staff 1558,Research & Development,Research Scientist,29412,1,Active,0122001104,97,2026-04-15
HRA-1560,Staff 1560,Sales,Sales Executive,76704,2,Active,0122001105,94,2026-04-15
HRA-1562,Staff 1562,Sales,Sales Executive,116568,10,Terminated,0122001106,81,2026-04-15
HRA-1563,Staff 1563,Human Resources,Human Resources,72924,6,Active,0122001107,99,2026-04-15
HRA-1564,Staff 1564,Research & Development,Laboratory Technician,29400,3,Active,0122001108,98,2026-04-15
HRA-1568,Staff 1568,Sales,Sales Executive,111000,4,Active,0122001109,94,2026-04-15
HRA-1569,Staff 1569,Research & Development,Laboratory Technician,24888,1,Terminated,0122001110,87,2026-04-15
HRA-1572,Staff 1572,Research & Development,Manufacturing Director,122028,33,Terminated,0122001111,88,2026-04-15
HRA-1573,Staff 1573,Research & Development,Manufacturing Director,58260,5,Terminated,0122001112,97,2026-04-15
HRA-1574,Staff 1574,Research & Development,Research Scientist,49044,6,Active,0122001113,98,2026-04-15
HRA-1576,Staff 1576,Research & Development,Research Scientist,28404,8,Active,0122001114,81,2026-04-15
HRA-1577,Staff 1577,Research & Development,Research Scientist,35664,1,Active,0122001115,90,2026-04-15
HRA-1578,Staff 1578,Sales,Manager,235032,36,Active,0122001116,92,2026-04-15
HRA-1580,Staff 1580,Research & Development,Research Scientist,65808,2,Active,0122001117,84,2026-04-15
HRA-1581,Staff 1581,Research & Development,Research Scientist,24732,1,Active,0122001118,94,2026-04-15
HRA-1582,Staff 1582,Sales,Sales Executive,119088,9,Active,0122001119,85,2026-04-15
HRA-1583,Staff 1583,Sales,Sales Executive,50376,3,Active,0122001120,84,2026-04-15
HRA-1585,Staff 1585,Sales,Sales Executive,81780,1,Active,0122001121,89,2026-04-15
HRA-1586,Staff 1586,Research & Development,Laboratory Technician,56676,10,Active,0122001122,98,2026-04-15
HRA-1587,Staff 1587,Research & Development,Healthcare Representative,73704,5,Active,0122001123,98,2026-04-15
HRA-1588,Staff 1588,Sales,Sales Executive,98844,7,Active,0122001124,84,2026-04-15
HRA-1590,Staff 1590,Research & Development,Healthcare Representative,106236,6,Active,0122001125,91,2026-04-15
HRA-1591,Staff 1591,Sales,Manager,231972,1,Active,0122001126,98,2026-04-15
HRA-1592,Staff 1592,Research & Development,Research Scientist,24876,2,Active,0122001127,92,2026-04-15
HRA-1594,Staff 1594,Research & Development,Laboratory Technician,66744,3,Active,0122001128,94,2026-04-15
HRA-1595,Staff 1595,Research & Development,Manager,235356,1,Active,0122001129,83,2026-04-15
HRA-1596,Staff 1596,Research & Development,Laboratory Technician,40884,10,Active,0122001130,80,2026-04-15
HRA-1597,Staff 1597,Research & Development,Healthcare Representative,60756,8,Active,0122001131,84,2026-04-15
HRA-1598,Staff 1598,Sales,Sales Executive,55668,5,Active,0122001132,90,2026-04-15
HRA-1599,Staff 1599,Research & Development,Laboratory Technician,58512,6,Active,0122001133,88,2026-04-15
HRA-1601,Staff 1601,Research & Development,Laboratory Technician,32280,1,Active,0122001134,96,2026-04-15
HRA-1602,Staff 1602,Sales,Manager,210804,26,Active,0122001135,92,2026-04-15
HRA-1604,Staff 1604,Research & Development,Laboratory Technician,28896,1,Terminated,0122001136,80,2026-04-15
HRA-1605,Staff 1605,Research & Development,Research Scientist,33768,4,Active,0122001137,96,2026-04-15
HRA-1606,Staff 1606,Research & Development,Healthcare Representative,134940,30,Active,0122001138,80,2026-04-15
HRA-1607,Staff 1607,Research & Development,Research Scientist,39744,3,Active,0122001139,82,2026-04-15
HRA-1608,Staff 1608,Research & Development,Research Director,228588,22,Active,0122001140,96,2026-04-15
HRA-1609,Staff 1609,Research & Development,Research Scientist,25692,6,Active,0122001141,91,2026-04-15
HRA-1611,Staff 1611,Research & Development,Laboratory Technician,69228,10,Active,0122001142,89,2026-04-15
HRA-1612,Staff 1612,Sales,Sales Executive,52620,10,Active,0122001143,84,2026-04-15
HRA-1613,Staff 1613,Sales,Sales Executive,63984,5,Active,0122001144,95,2026-04-15
HRA-1614,Staff 1614,Research & Development,Manufacturing Director,55956,3,Active,0122001145,93,2026-04-15
HRA-1615,Staff 1615,Research & Development,Manufacturing Director,56688,9,Active,0122001146,95,2026-04-15
HRA-1617,Staff 1617,Research & Development,Laboratory Technician,38532,9,Active,0122001147,88,2026-04-15
HRA-1618,Staff 1618,Research & Development,Manufacturing Director,64524,7,Active,0122001148,84,2026-04-15
HRA-1619,Staff 1619,Research & Development,Laboratory Technician,48792,7,Active,0122001149,88,2026-04-15
HRA-1621,Staff 1621,Research & Development,Research Scientist,62496,16,Active,0122001150,82,2026-04-15
HRA-1622,Staff 1622,Research & Development,Manufacturing Director,58524,5,Active,0122001151,96,2026-04-15
HRA-1623,Staff 1623,Research & Development,Research Scientist,37404,2,Active,0122001152,96,2026-04-15
HRA-1624,Staff 1624,Sales,Sales Representative,18828,0,Terminated,0122001153,81,2026-04-15
HRA-1625,Staff 1625,Human Resources,Manager,235896,5,Active,0122001154,94,2026-04-15
HRA-1627,Staff 1627,Research & Development,Laboratory Technician,36828,10,Active,0122001155,97,2026-04-15
HRA-1628,Staff 1628,Research & Development,Manufacturing Director,125220,18,Active,0122001156,90,2026-04-15
HRA-1630,Staff 1630,Research & Development,Healthcare Representative,49776,14,Active,0122001157,97,2026-04-15
HRA-1631,Staff 1631,Research & Development,Manufacturing Director,69216,4,Active,0122001158,96,2026-04-15
HRA-1633,Staff 1633,Research & Development,Manufacturing Director,60504,9,Active,0122001159,85,2026-04-15
HRA-1635,Staff 1635,Research & Development,Manufacturing Director,69240,10,Active,0122001160,90,2026-04-15
HRA-1638,Staff 1638,Research & Development,Manufacturing Director,93072,5,Active,0122001161,95,2026-04-15
HRA-1639,Staff 1639,Sales,Sales Executive,123672,13,Terminated,0122001162,94,2026-04-15
